UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,PH,PH CANDIDATE,PH CANDIDATE SEX,PH CANDIDATE AGE,PH VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,INDEPENDENT (1) ,INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (2) ,INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (3) ,INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,match valid,match total
P.186_N.46_186/46/01_2,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/01,HAPPY VALLEY,SEKOLAH MENENGAH KEBANGSAAN ST MICHAEL,2,264,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,243,PBS,LINDA TSEN THAU LIN,FEMALE,64,15,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,0,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,0,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,2,260,4,0,1,1
P.186_N.46_186/46/01_3,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/01,HAPPY VALLEY,SEKOLAH MENENGAH KEBANGSAAN ST MICHAEL,3,274,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,249,PBS,LINDA TSEN THAU LIN,FEMALE,64,20,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,2,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,0,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,3,274,0,0,1,1
P.186_N.46_186/46/01_4,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/01,HAPPY VALLEY,SEKOLAH MENENGAH KEBANGSAAN ST MICHAEL,4,224,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,184,PBS,LINDA TSEN THAU LIN,FEMALE,64,30,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,4,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,0,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,4,222,2,0,1,1
P.186_N.46_186/46/02_1,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/02,SANDAKAN PEKAN,SEKOLAH JENIS KEBANGSAAN (CINA) CHENG MIN,1,176,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,151,PBS,LINDA TSEN THAU LIN,FEMALE,64,19,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,3,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,0,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,2,175,1,0,1,1
P.186_N.46_186/46/02_2,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/02,SANDAKAN PEKAN,SEKOLAH JENIS KEBANGSAAN (CINA) CHENG MIN,2,234,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,212,PBS,LINDA TSEN THAU LIN,FEMALE,64,18,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,2,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,1,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,0,233,1,0,1,1
P.186_N.46_186/46/02_3,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/02,SANDAKAN PEKAN,SEKOLAH JENIS KEBANGSAAN (CINA) CHENG MIN,3,299,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,274,PBS,LINDA TSEN THAU LIN,FEMALE,64,17,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,3,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,0,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,3,297,2,0,1,1
P.186_N.46_186/46/02_4,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/02,SANDAKAN PEKAN,SEKOLAH JENIS KEBANGSAAN (CINA) CHENG MIN,4,301,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,261,PBS,LINDA TSEN THAU LIN,FEMALE,64,31,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,4,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,0,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,3,299,2,0,1,1
P.186_N.46_186/46/02_5,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/02,SANDAKAN PEKAN,SEKOLAH JENIS KEBANGSAAN (CINA) CHENG MIN,5,224,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,169,PBS,LINDA TSEN THAU LIN,FEMALE,64,41,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,6,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,0,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,3,219,5,0,1,1
P.186_N.46_186/46/02_6,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/02,SANDAKAN PEKAN,SEKOLAH JENIS KEBANGSAAN (CINA) CHENG MIN,6,192,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,121,PBS,LINDA TSEN THAU LIN,FEMALE,64,43,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,20,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,0,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,3,187,5,0,1,1
P.186_N.46_186/46/03_1,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/03,CATHAY,WISMA PERBANDARAN,1,149,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,138,PBS,LINDA TSEN THAU LIN,FEMALE,64,10,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,0,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,0,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,1,149,0,0,1,1
P.186_N.46_186/46/03_2,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/03,CATHAY,WISMA PERBANDARAN,2,395,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,357,PBS,LINDA TSEN THAU LIN,FEMALE,64,27,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,3,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,1,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,5,393,2,0,1,1
P.186_N.46_186/46/04_1,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/04,PASAR,WISMA WARISAN,1,206,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,189,PBS,LINDA TSEN THAU LIN,FEMALE,64,14,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,2,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,0,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,1,206,0,0,1,1
P.186_N.46_186/46/04_2,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/04,PASAR,WISMA WARISAN,2,252,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,228,PBS,LINDA TSEN THAU LIN,FEMALE,64,21,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,1,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,0,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,1,251,1,0,1,1
P.186_N.46_186/46/04_3,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/04,PASAR,WISMA WARISAN,3,221,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,192,PBS,LINDA TSEN THAU LIN,FEMALE,64,18,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,3,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,3,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,4,220,1,0,1,1
P.186_N.46_186/46/05_1,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/05,SIM-SIM,SEKOLAH KEBANGSAAN SUNGAI ANIB 1,1,218,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,155,PBS,LINDA TSEN THAU LIN,FEMALE,64,53,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,2,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,1,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,1,212,6,0,1,1
P.186_N.46_186/46/05_2,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/05,SIM-SIM,SEKOLAH KEBANGSAAN SUNGAI ANIB 1,2,243,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,178,PBS,LINDA TSEN THAU LIN,FEMALE,64,56,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,5,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,1,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,1,241,2,0,1,1
P.186_N.46_186/46/05_3,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/05,SIM-SIM,SEKOLAH KEBANGSAAN SUNGAI ANIB 1,3,315,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,201,PBS,LINDA TSEN THAU LIN,FEMALE,64,85,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,11,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,5,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,9,311,4,0,1,1
P.186_N.46_186/46/05_4,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/05,SIM-SIM,SEKOLAH KEBANGSAAN SUNGAI ANIB 1,4,245,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,119,PBS,LINDA TSEN THAU LIN,FEMALE,64,95,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,18,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,3,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,7,242,3,0,1,1
P.186_N.46_186/46/05_5,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/05,SIM-SIM,SEKOLAH KEBANGSAAN SUNGAI ANIB 1,5,245,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,101,PBS,LINDA TSEN THAU LIN,FEMALE,64,115,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,18,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,2,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,2,238,7,0,1,1
P.186_N.46_186/46/05_6,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/05,SIM-SIM,SEKOLAH KEBANGSAAN SUNGAI ANIB 1,6,216,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,100,PBS,LINDA TSEN THAU LIN,FEMALE,64,85,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,19,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,2,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,3,209,7,0,1,1
P.186_N.46_186/46/05_7,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/05,SIM-SIM,SEKOLAH KEBANGSAAN SUNGAI ANIB 1,7,229,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,99,PBS,LINDA TSEN THAU LIN,FEMALE,64,97,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,16,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,9,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,3,224,5,0,1,1
P.186_N.46_186/46/06_1a,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/06,PULAU BERHALA,SEKOLAH KEBANGSAAN SRI TANJUNG PAPAT 1,1,131,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,86,PBS,LINDA TSEN THAU LIN,FEMALE,64,36,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,5,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,3,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,1,131,0,0,1,1
P.186_N.46_186/46/06_2a,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/06,PULAU BERHALA,SEKOLAH KEBANGSAAN SRI TANJUNG PAPAT 1,2,226,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,120,PBS,LINDA TSEN THAU LIN,FEMALE,64,96,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,7,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,0,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,2,225,1,0,1,1
P.186_N.46_186/46/06_3a,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/06,PULAU BERHALA,SEKOLAH KEBANGSAAN SRI TANJUNG PAPAT 1,3,365,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,212,PBS,LINDA TSEN THAU LIN,FEMALE,64,136,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,12,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,1,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,0,361,4,0,1,1
P.186_N.46_186/46/06_4a,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/06,PULAU BERHALA,SEKOLAH KEBANGSAAN SRI TANJUNG PAPAT 1,4,318,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,149,PBS,LINDA TSEN THAU LIN,FEMALE,64,139,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,23,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,4,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,2,317,1,0,1,1
P.186_N.46_186/46/06_5a,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/06,PULAU BERHALA,SEKOLAH KEBANGSAAN SRI TANJUNG PAPAT 1,5,286,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,141,PBS,LINDA TSEN THAU LIN,FEMALE,64,113,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,22,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,1,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,5,282,4,0,1,1
P.186_N.46_186/46/06_1b,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/06,PULAU BERHALA,SEKOLAH KEBANGSAAN SRI TANJUNG PAPAT 2,1,194,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,123,PBS,LINDA TSEN THAU LIN,FEMALE,64,54,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,3,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,3,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,5,188,5,1,1,1
P.186_N.46_186/46/06_2b,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/06,PULAU BERHALA,SEKOLAH KEBANGSAAN SRI TANJUNG PAPAT 2,2,267,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,181,PBS,LINDA TSEN THAU LIN,FEMALE,64,72,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,8,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,2,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,3,266,1,0,1,1
P.186_N.46_186/46/06_3b,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/06,PULAU BERHALA,SEKOLAH KEBANGSAAN SRI TANJUNG PAPAT 2,3,205,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,134,PBS,LINDA TSEN THAU LIN,FEMALE,64,57,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,5,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,3,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,2,201,4,0,1,1
P.186_N.46_186/46/06_4b,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/06,PULAU BERHALA,SEKOLAH KEBANGSAAN SRI TANJUNG PAPAT 2,4,253,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,155,PBS,LINDA TSEN THAU LIN,FEMALE,64,70,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,9,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,0,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,9,243,10,0,1,1
P.186_N.46_186/46/07_1,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/07,JALAN DUA,WISMA SANDARAYA,1,180,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,161,PBS,LINDA TSEN THAU LIN,FEMALE,64,18,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,1,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,0,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,0,180,0,0,1,1
P.186_N.46_186/46/07_2,SABAH,ORDINARY VOTE,P.186,SANDAKAN,N.46,TANJONG PAPAT,186/46/07,JALAN DUA,WISMA SANDARAYA,2,333,DAP,VIVIAN WONG SHIR YEE,FEMALE,30,274,PBS,LINDA TSEN THAU LIN,FEMALE,64,49,INDEPENDENT - TREE,HJ. HAMZAH HJ.ABDULLAH,MALE,65,4,INDEPENDENT - CHAIR,SULAIMAN BIN ABDUL SAMAT,MALE,36,0,INDEPENDENT - KEY,CHIA SIEW YUNG,MALE,46,1,328,5,0,1,1